,titulo,caracteristicas,precos,endereco,rua,bairro,cidade,data_anuncio,link,data_pesquisa
240,"Casa para Aluguel - Setor Leste Vila Nova, 3 Quartos, 252 m²",252 m² área total 252 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 2.800,"Rua 227, Setor Leste Vila Nova, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-setor-leste-vila-nova-3-quartos-2949910325.html,30-07-20
241,"Casa para Aluguel - Setor Sul, 2 Quartos, 50 m²",50 m² área total 50 m² área útil 2 Quartos 1 Banheiro,R$ 900,"Rua 94b, Setor Sul, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-setor-sul-2-quartos-50-m-sup2-2949910351.html,30-07-20
242,Qno 17 Conjunto 01 Casa Frente E Fundos,120 m² área total 120 m² área útil 4 Quartos 1 Banheiro,R$ 700,"QNO 17 17, Ceilandia Norte, Ceilândia",,,,,https://www.wimoveis.com.br/propriedades/qno-17-conjunto-01-casa-frente-e-fundos-2949909425.html,30-07-20
243,Casa no Solar De Brasilia! Aluguel,800 m² área total 280 m² área útil 3 Quartos 0 Banheiros,R$ 7.000,"Setor Habitacional Jardim Botânico, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-no-solar-de-brasilia!-aluguel-2949906569.html,30-07-20
244,"Qnj 38, Excelente Casa Térrea, Taguatinga Norte",220 m² área total 220 m² área útil 4 Quartos 2 Banheiros 3 Vagas,R$ 2.300,"QNJ 38 CASA 07, Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/qnj-38-excelente-casa-terrea-taguatinga-norte-2949900602.html,30-07-20
245,"Casa para Alugar, 2 Quartos, Jardim Santo Antônio",70 m² área total 2 Quartos 1 Banheiro 1 Vaga,R$ 850,"Jardim Santo Antônio, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-2-quartos-jardim-santo-antonio-2949886283.html,30-07-20
246,Quadra Qr 3 Conjunto F,30 m² área total 30 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 860,"Quadra QR 3 Conjunto F, Centro, Candangolândia",,,,,https://www.wimoveis.com.br/propriedades/quadra-qr-3-conjunto-f-2949875474.html,30-07-20
247,Shis Ql 28 Recém Reformada,1200 m² área total 700 m² área útil 4 Quartos 4 Banheiros,R$ 25.000,"Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/shis-ql-28-recem-reformada-2949848952.html,30-07-20
248,"Casa, Qna 09, Taguatinga Norte, 3 Quartos, Uma Suite, Dce, Garagem P/ 4 Carros",240 m² área total 240 m² área útil 3 Quartos 3 Banheiros 4 Vagas,R$ 3.900,"Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/casa-qna-09-taguatinga-norte-3-quartos-uma-suite-2949861478.html,30-07-20
249,Casa Setor De Habitações Individuais Sul,1320 m² área total 600 m² área útil 3 Quartos 3 Banheiros 4 Vagas,R$ 12.000,"SHIS QI 19, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-setor-de-habitac-es-individuais-sul-2949854066.html,30-07-20
250,Casa Locação Parque Lago,300 m² área total 410 m² área útil 3 Quartos 1 Banheiro 2 Vagas,R$ 950,"RUA 65, Parque Lago, Formosa",,,,,https://www.wimoveis.com.br/propriedades/casa-locacao-parque-lago-2949828759.html,30-07-20
251,"Alugo Casa Mobiliada, Vista Livre no Qi 01 Guara I! 30341550",340 m² área total 340 m² área útil 3 Quartos 5 Banheiros 4 Vagas,R$ 4.950,"Guara I, Guará",,,,,https://www.wimoveis.com.br/propriedades/alugo-casa-mobiliada-vista-livre-no-qi-01-guara-i!-2949842117.html,30-07-20
252,Casa - Setor De Habitações Individuais Sul,800 m² área total 600 m² área útil 4 Quartos 7 Banheiros 4 Vagas,R$ 20.000,"SHIS QL 22, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-setor-de-habitac-es-individuais-sul-2949823597.html,30-07-20
253,"Shis Qi 26 - 05 Suítes, Ponta De Picolé!",1087 m² área total 800 m² área útil 5 Quartos,R$ 18.000,"QUADRA SHIS QL 26 CONJUNTO 4, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/shis-qi-26-05-suites-ponta-de-picole!-2949823941.html,30-07-20
254,Sobrado Setor Sul,225 m² área total 225 m² área útil 4 Quartos 3 Banheiros 2 Vagas,R$ 2.000,"Rua 112 QUADRA F 35 LOTE 05 A Nº 61, Setor Sul, Goiânia-GO , Setor Sul, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/sobrado-setor-sul-2949806103.html,30-07-20
255,"Casa para Alugar Com 2 Quartos, 80 m²",80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 1.500,"Quadra Qe 32 Conjunto O 0, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-2-quartos-80-m-sup2-2949818160.html,30-07-20
256,Excelente Casa,120 m² área total 120 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 2.600,"Quadra QI 10 Conjunto Q 0, Guara I, Guará",,,,,https://www.wimoveis.com.br/propriedades/excelente-casa-2949799853.html,30-07-20
257,Alugo Casa Com 4 Quartos na Qms 20 Casa 02 Setor De Mansões Sobradinho - Df,289 m² área total 289 m² área útil 4 Quartos 2 Banheiros 3 Vagas,R$ 2.000,"QMS 20 CASA 02 , Setor De Mansões De Sobradinho, Sobradinho",,,,,https://www.wimoveis.com.br/propriedades/alugo-casa-com-4-quartos-na-qms-20-casa-02-setor-de-2949793674.html,30-07-20
258,Ótima Casa na Qi 25 Com 4 Suítes,550 m² área total 550 m² área útil 4 Quartos 8 Banheiros 3 Vagas,R$ 12.000,"SHIS QI 25 Conjunto 09, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/otima-casa-na-qi-25-com-4-suites-2949762646.html,30-07-20
259,Quadra Qe 34 Conjunto H,200 m² área total 180 m² área útil 5 Quartos 2 Banheiros 4 Vagas,R$ 3.210,"Quadra QE 34 Conjunto H, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/quadra-qe-34-conjunto-h-2949764284.html,30-07-20
260,Casa para Aluguel - no Residencial Flamingo,443 m² área total 164 m² área útil 3 Quartos 2 Banheiros 4 Vagas,R$ 1.200,"Rua Maria Gonçalves de Araujo , Residencial Flamingo, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-no-residencial-flamingo-2949763268.html,30-07-20
261,"Jardim Botânico Quadra 2, Mobiliada, Reformada",1360 m² área total 700 m² área útil 5 Quartos 7 Banheiros 6 Vagas,R$ 19.990,"Setor Habitacional Jardim Botânico, Brasília",,,,,https://www.wimoveis.com.br/propriedades/jardim-botanico-quadra-2-mobiliada-reformada-2949753699.html,30-07-20
262,"Casa para Alugar, 3 Quartos, Balneário Meia Ponte",84 m² área total 84 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.200,"Jardim Balneário Meia Ponte, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-3-quartos-balneario-meia-ponte-2949740137.html,30-07-20
263,Casa - Park Way,2500 m² área total 650 m² área útil 3 Quartos 15 Vagas,R$ 18.000,"SMPW QUADRA 26, Park Way, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-park-way-2949738928.html,30-07-20
264,"Casa para Alugar, 3 Quartos, Balneário Meia Ponte",84 m² área total 84 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.200,"Jardim Balneário Meia Ponte, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-3-quartos-balneario-meia-ponte-2949740134.html,30-07-20
265,"Casa para Alugar, 3 Quartos, Balneário Meia Ponte",84 m² área total 84 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.200,"Jardim Balneário Meia Ponte, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-3-quartos-balneario-meia-ponte-2949740133.html,30-07-20
266,Casa - Abreu,2 Quartos,R$ 850,"Abreu, Formosa",,,,,https://www.wimoveis.com.br/propriedades/casa-abreu-2949740094.html,30-07-20
267,"Casa para Alugar, 3 Quartos, Balneário Meia Ponte",84 m² área total 84 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.200,"Jardim Balneário Meia Ponte, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-3-quartos-balneario-meia-ponte-2949740136.html,30-07-20
268,"Casa para Alugar, 3 Quartos, Balneário Meia Ponte",84 m² área total 84 m² área útil 3 Quartos 1 Banheiro 1 Vaga,R$ 1.200,"Jardim Balneário Meia Ponte, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-3-quartos-balneario-meia-ponte-2949740135.html,30-07-20
269,"Casa Com 3 Dormitórios para Alugar, 86 m² Por R$1.400,00/mês - Vila Bela - Goiânia/go",230 m² área total 86 m² área útil 3 Quartos 2 Banheiros,R$ 1.400,"Vila Bela, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-com-3-dormitorios-para-alugar-86-m-sup2--por-2949737448.html,30-07-20
270,"Elegante, Alto Padrão.",1000 m² área total 900 m² área útil 5 Quartos 6 Vagas,R$ 16.000,"Quadra SHDB QL 32, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/elegante-alto-padrao.-2949735961.html,30-07-20
271,"Qr 122 - Casa Com 3 Dormitórios para Alugar, 113 m² - Samambaia/df",150 m² área total 113 m² área útil 3 Quartos 1 Banheiro 3 Vagas,R$ 1.400,"Samambaia Sul, Samambaia",,,,,https://www.wimoveis.com.br/propriedades/qr-122-casa-com-3-dormitorios-para-alugar-113-2949737524.html,30-07-20
272,Alugo Casa Com 6 Quartos na Quadra 13 Conjunto A Sobradinho - Df,424 m² área total 350 m² área útil 6 Quartos 2 Banheiros 2 Vagas,R$ 4.500,"Quadra 13 Conjunto A Casa 8 , Sobradinho, Sobradinho",,,,,https://www.wimoveis.com.br/propriedades/alugo-casa-com-6-quartos-na-quadra-13-conjunto-a-2949731870.html,30-07-20
273,Jardins Do Lago - Jaridm Botânico - Casa 4 Quartos,790 m² área total 350 m² área útil 4 Quartos,R$ 20.000,"Condomínio Residencial Jardins Do Lago 6, Setor Habitacional Jardim Botânico, Brasília",,,,,https://www.wimoveis.com.br/propriedades/jardins-do-lago-jaridm-botanico-casa-4-quartos-2949706524.html,30-07-20
274,Ótima Casa para Locação Ou Venda - Jardins Do Lago,2500 m² área total 987 m² área útil 4 Quartos 7 Banheiros,R$ 28.000,"Quadra SHIS QI 25 Conjunto 13 1, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/otima-casa-para-locacao-ou-venda-jardins-do-lago-2949706525.html,30-07-20
275,Casa Moderna Com Ótima Vista Da Pornte Jk - Qi26,960 m² área total 930 m² área útil 5 Quartos 4 Vagas,R$ 25.000,"Quadra Shis Qi 26 0, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-moderna-com-otima-vista-da-pornte-jk-qi26-2949706523.html,30-07-20
276,"Casa Com 4 Dormitórios para Alugar, 300 m² Por R$4.300,00/mês - Guará II - Guará/df",212 m² área total 300 m² área útil 4 Quartos 3 Banheiros,R$ 4.300,"Quadra Qe 19 Conjunto A 26, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-com-4-dormitorios-para-alugar-300-m-sup2--por-2949692793.html,30-07-20
277,"Casa Com 4 Dormitórios para Alugar, 300 m² Por R$4.300,00/mês - Guará II - Guará/df",212 m² área total 300 m² área útil 4 Quartos 3 Banheiros,R$ 4.300,"Quadra Qe 19 Conjunto A 26, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-com-4-dormitorios-para-alugar-300-m-sup2--por-2949688655.html,30-07-20
278,Smdb Conjunto 19 - Oportunidade Casa Térrea,2660 m² área total 740 m² área útil 4 Quartos 8 Banheiros 9 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/smdb-conjunto-19-oportunidade-casa-terrea-2949684949.html,30-07-20
279,Três Quartos no Fundo Tem Mais Dois Quartos E Um Banheiro,140 m² área total 140 m² área útil 5 Quartos 2 Banheiros 4 Vagas,R$ 1.800,"Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/tres-quartos-no-fundo-tem-mais-dois-quartos-e-um-2949701246.html,30-07-20
280,Casa De 02 Quartos na Qnm 01,250 m² área total 61 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 850,"Ceilandia Sul, Ceilândia",,,,,https://www.wimoveis.com.br/propriedades/casa-de-02-quartos-na-qnm-01-2949667536.html,30-07-20
281,Qe 17 Conjunto K - Guará Ii - Casa De 4 Quartos,120 m² área total 120 m² área útil 4 Quartos 4 Banheiros 1 Vaga,R$ 4.500,"Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/qe-17-conjunto-k-guara-ii-casa-de-4-quartos-2949669419.html,30-07-20
282,Shis Qi 28 Casa Lago Sul Aluguel,776 m² área total 5 Quartos 8 Banheiros,R$ 14.000,"Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/shis-qi-28-casa-lago-sul-aluguel-2949655916.html,30-07-20
283,Quarto Semi Mobiliado Aluguel - Setor Central,30 m² área total 30 m² área útil 1 Quarto 0 Banheiros,R$ 690,"Setor Central, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/quarto-semi-mobiliado-aluguel-setor-central-2949653606.html,30-07-20
284,Casa para Aluguel - em Taguatinga Sul,40 m² área total 30 m² área útil 1 Quarto 1 Banheiro,R$ 750,"Taguatinga Sul, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-em-taguatinga-sul-2949651461.html,30-07-20
285,Ótima Casa Com 03 Quartos na Quadra 02 Conjunto B - 9 Sobradinho - Df,80 m² área total 80 m² área útil 3 Quartos 1 Banheiro 4 Vagas,R$ 1.700,"Quadra 2 Conjunto B-9 , Sobradinho, Sobradinho",,,,,https://www.wimoveis.com.br/propriedades/otima-casa-com-03-quartos-na-quadra-02-conjunto-b-9-2949645645.html,30-07-20
286,"Qnn 04 - Casa Com 2 Dormitórios para Alugar, 62 m² - Ceilândia Sul /df",62 m² área total 62 m² área útil 2 Quartos 1 Banheiro,R$ 900,"Ceilandia Sul, Ceilândia",,,,,https://www.wimoveis.com.br/propriedades/qnn-04-casa-com-2-dormitorios-para-alugar-62-2949621610.html,30-07-20
287,"Samambaia, Casa Com 2 Quartos (1suíte), Próximo Do Metrô, Única no Lote",70 m² área total 70 m² área útil 2 Quartos 2 Banheiros 3 Vagas,R$ 980,"QR 110 CONJUNTO 01, Samambaia Sul, Samambaia",,,,,https://www.wimoveis.com.br/propriedades/samambaia-casa-com-2-quartos-1suite-proximo-do-2949345883.html,30-07-20
288,"Altiplano Leste – Casa/chácara, 2 Suítes, 440 m², Lareira, Varanda, Churrasqueira, Linda Vista, Mir",2500 m² área total 440 m² área útil 2 Quartos 3 Banheiros,R$ 6.000,"Centro, Brasília",,,,,https://www.wimoveis.com.br/propriedades/altiplano-leste-casa-chacara-2-suites-440-m-sup2--2949621766.html,30-07-20
289,Casa - Taguatinga Norte,50 m² área total 50 m² área útil 1 Quarto 2 Banheiros,R$ 700,"Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/casa-taguatinga-norte-2949632271.html,30-07-20
290,Praça Universitária,80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 780,"Avenida Universitária, Setor Leste Universitário, Goiânia-GO , Setor Leste Universitário, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/praca-universitaria-2949630083.html,30-07-20
291,"Casa para Aluguel - Setor Campinas, 2 Quartos, 100 m²",100 m² área total 100 m² área útil 2 Quartos 3 Banheiros,R$ 1.200,"Avenida Marechal Deodoro, Setor Campinas, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-setor-campinas-2-quartos-100-2949610379.html,30-07-20
292,Casa para Aluguel - em Taguatinga Sul,90 m² área total 90 m² área útil 3 Quartos 2 Banheiros,R$ 800,"QSD 8, Taguatinga Sul, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-em-taguatinga-sul-2949607971.html,30-07-20
293,Casa - Santo Andre,100 m² área total 3 Quartos 1 Banheiro,R$ 1.000,"Centro, Rio Verde",,,,,https://www.wimoveis.com.br/propriedades/casa-santo-andre-2949617449.html,30-07-20
294,Qi 14 Conjunto F Térreo,4 Quartos 3 Banheiros 2 Vagas,R$ 2.880,"Guara I, Guará",,,,,https://www.wimoveis.com.br/propriedades/qi-14-conjunto-f-terreo-2949589551.html,30-07-20
295,"Casa 2 Quartos, Jardim Petrópolis",65 m² área total 65 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 650,"Rua São Luiz , Jardim Petrópolis, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-2-quartos-jardim-petropolis-2949567693.html,30-07-20
296,"Shis Qi 05 - Casa Térrea, Charmosa E Aconchegante.",2000 m² área total 500 m² área útil 4 Quartos 5 Banheiros 3 Vagas,R$ 19.500,"QD Shis Qi 5 5, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/shis-qi-05-casa-terrea-charmosa-e-aconchegante.-2949557631.html,30-07-20
297,"Casa Com 3 Dormitórios para Alugar, 120 m² Por R$2.950,00/mês - Guará II - Guará/df",130 m² área total 120 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 2.950,"Quadra QE 28 Conjunto L 3, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-com-3-dormitorios-para-alugar-120-m-sup2--por-2949577519.html,30-07-20
298,"Casa Com 1 Quarto Suite para Alugar, 90 m² Por R$750/mês - Taguatinga Norte - Taguatinga/df",104 m² área total 90 m² área útil 1 Quarto 1 Banheiro 1 Vaga,R$ 750,"Quadra Qnb 2 34, Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/casa-com-1-quarto-suite-para-alugar-90-m-sup2--por-2949577518.html,30-07-20
299,"Casa Residencial para Locação, Taguatinga Norte, Taguatinga.",200 m² área total 60 m² área útil 2 Quartos 2 Banheiros 1 Vaga,R$ 1.500,"Quadra QNL 1 Conjunto H 6, Taguatinga Norte, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/casa-residencial-para-locacao-taguatinga-norte-2949577520.html,30-07-20
300,Casa para Aluguel - na Asa Sul,45 m² área total 35 m² área útil 1 Quarto 1 Banheiro,R$ 1.200,"Asa Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-na-asa-sul-2949575674.html,30-07-20
301,Aluga - Se Casa - Lago Sul - Shis Ql 02| Excelente para Embaixada Ou Escritório,4000 m² área total 730 m² área útil 9 Quartos 7 Banheiros 20 Vagas,R$ 12.500,"SHIS QL 02 PRÓXIMO AO AEROPORTO , Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/aluga-se-casa-lago-sul-shis-ql-02-excelente-2949544198.html,30-07-20
302,Ql 28 Casa Nova Espetacular,1200 m² área total 700 m² área útil 4 Quartos 3 Vagas,R$ 25.000,"Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/ql-28-casa-nova-espetacular-2949551941.html,30-07-20
303,Casa - Recanto Das Emas,90 m² área total 90 m² área útil 2 Quartos 1 Vaga,R$ 750,"Recanto das Emas, Recanto das Emas",,,,,https://www.wimoveis.com.br/propriedades/casa-recanto-das-emas-2949535866.html,30-07-20
304,Casa - Guara,119 m² área total 119 m² área útil 3 Quartos,R$ 2.200,"QE 01 CONJ I CASA 04 FRENTE, Centro, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-guara-2949527302.html,30-07-20
305,"Casa para Alugar Com 2 Quartos, 80 m²",80 m² área total 80 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 1.500,"Quadra Qe 32 Conjunto O 0, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-para-alugar-com-2-quartos-80-m-sup2-2949515095.html,30-07-20
306,Casa - Centro,400 m² área total 4 Quartos,R$ 3.500,"Centro, Rio Verde",,,,,https://www.wimoveis.com.br/propriedades/casa-centro-2949509229.html,30-07-20
307,Casa - Qe 44 Conjunto G - 2º Andar,76 m² área total 76 m² área útil 2 Quartos 1 Banheiro,R$ 1.000,"QE 44 Conjunto G casa 11 - 2º andar , Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/casa-qe-44-conjunto-g-2-andar-2949506798.html,30-07-20
308,Shis Ql 04 Conjunto 01 Casa 11 Lago Sul,800 m² área total 800 m² área útil 4 Quartos 6 Banheiros 6 Vagas,R$ 11.900,"QUADRA SHIS QL 4 CONJUNTO 1 11, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/shis-ql-04-conjunto-01-casa-11-lago-sul-2949489536.html,30-07-20
309,Próximo Da Epnb.,90 m² área total 90 m² área útil 2 Quartos 1 Banheiro,R$ 1.400,"Quadra QN 1 Conjunto 1, Riacho Fundo I, Riacho Fundo",,,,,https://www.wimoveis.com.br/propriedades/proximo-da-epnb.-2949492047.html,30-07-20
310,Casa para Aluguel - no Setor Habitacional Jardim Botânico,670 m² área total 180 m² área útil 2 Quartos 1 Banheiro 3 Vagas,R$ 3.500,"Setor Habitacional Jardim Botânico, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-para-aluguel-no-setor-habitacional-jardim-2949489203.html,30-07-20
311,Smdb 27 - Linda Casa Com Área De Lazer Completa,3250 m² área total 750 m² área útil 6 Quartos 10 Banheiros 4 Vagas,R$ 11.000,"SMDB 27 - Linda casa com área de lazer completa, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/smdb-27-linda-casa-com-area-de-lazer-completa-2949472214.html,30-07-20
312,Casa - Região Dos Lagos,2 Quartos 1 Banheiro 1 Vaga,R$ 1.000,"Região Dos Lagos, Sobradinho",,,,,https://www.wimoveis.com.br/propriedades/casa-regiao-dos-lagos-2949479915.html,30-07-20
313,"Casa Com 2 Dormitórios para Alugar Por R$850,00/mês - Setor De Mansões De Sobradinho - Sobradinho/d",62 m² área total 62 m² área útil 2 Quartos 1 Banheiro,R$ 850,"Quadra Qms 28 2, Setor De Mansões De Sobradinho, Sobradinho",,,,,https://www.wimoveis.com.br/propriedades/casa-com-2-dormitorios-para-alugar-por-r$850-00-mes-2949474658.html,30-07-20
314,Smdb Conjunto 19 - Oportunidade Casa Térrea,2660 m² área total 740 m² área útil 4 Quartos 8 Banheiros 9 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/smdb-conjunto-19-oportunidade-casa-terrea-2949475392.html,30-07-20
315,Quadra Qe 38 Conjunto J,120 m² área total 120 m² área útil 3 Quartos 0 Banheiros,R$ 1.300,"Quadra QE 38 Conjunto J 0, Guara II, Guará",,,,,https://www.wimoveis.com.br/propriedades/quadra-qe-38-conjunto-j-2949470359.html,30-07-20
316,Casa Mobiliada Ql 18 Lago Sul Aluguel,800 m² área total 600 m² área útil 4 Quartos 4 Vagas,R$ 15.000,"Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-mobiliada-ql-18-lago-sul-aluguel-2949467584.html,30-07-20
317,"Casa 3 Quartos + Dce, Sozinha no Lote, Próximo Do Centro De Taguatinga, Metro.",310 m² área total 310 m² área útil 3 Quartos 2 Banheiros 5 Vagas,R$ 3.300,"Quadra QSA 19 42, Taguatinga Sul, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/casa-3-quartos-dce-sozinha-no-lote-proximo-do-2949468139.html,30-07-20
318,Casa - Sobradinho,4 Quartos 1 Banheiro 2 Vagas,R$ 1.900,"Sobradinho, Sobradinho",,,,,https://www.wimoveis.com.br/propriedades/casa-sobradinho-2949462040.html,30-07-20
319,"3 Quartos. 4 Vagas De Garagem. Casa Residencial / Comercial Taguatinga Centro, Ao Lado Do Tribunal D",163 m² área total 163 m² área útil 4 Quartos 3 Banheiros 4 Vagas,R$ 2.300,"3 quartos. 4 vagas de garagem. Casa Residencial / Comercial Taguatinga Centro, ao lado do Tribunal de Justiça. QSB 1 Taguatinga Sul - DF,",,,,,https://www.wimoveis.com.br/propriedades/3-quartos.-4-vagas-de-garagem.-casa-residencial-2949456732.html,30-07-20
320,Casa Qsb 03 Com 3 Dormitórios para Locação Taguatinga Sul Df,320 m² área total 320 m² área útil 3 Quartos 1 Banheiro 3 Vagas,R$ 2.600,"Quadra QSB 3 13, Taguatinga Sul, Taguatinga",,,,,https://www.wimoveis.com.br/propriedades/casa-qsb-03-com-3-dormitorios-para-locacao-taguatinga-2949454727.html,30-07-20
321,Casa Térrea Com Ótima Localização no Lago Sul,1200 m² área total 420 m² área útil 4 Quartos 5 Banheiros 4 Vagas,R$ 10.900,"QI 05 Conjunto 19, Lago Sul, Brasília",,,,,https://www.wimoveis.com.br/propriedades/casa-terrea-com-otima-localizacao-no-lago-sul-2949442765.html,30-07-20
322,"Casa Com 3 Dormitórios para Alugar, 102 m² Por R$1.400,00/mês - Jardim Planalto - Goiânia/go",102 m² área total 102 m² área útil 3 Quartos,R$ 1.400,"Jardim Planalto, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/casa-com-3-dormitorios-para-alugar-102-m-sup2--por-2949447392.html,30-07-20
323,Qnp 14 Conjunto C Oferta,40 m² área total 40 m² área útil 1 Quarto 1 Banheiro,R$ 400,"QNP 14 CONJUNTO C, Ceilandia Sul, Ceilândia",,,,,https://www.wimoveis.com.br/propriedades/qnp-14-conjunto-c-oferta-2949442474.html,30-07-20
324,"Sobrado Com 4 Dormitórios para Alugar, 250 m² Por R$4.850,00/mês - Loteamento Portal Do Sol II - Go",350 m² área total 250 m² área útil 4 Quartos 5 Banheiros 3 Vagas,R$ 4.850,"Rua SB 34 0, Loteamento Portal do Sol II, Goiânia",,,,,https://www.wimoveis.com.br/propriedades/sobrado-com-4-dormitorios-para-alugar-250-m-sup2--por-2949446369.html,30-07-20
325,Casa De 3 Quartos Qr 302 Santa Maria,150 m² área total 150 m² área útil 3 Quartos 2 Banheiros 1 Vaga,R$ 860,"Santa Maria, Santa Maria",,,,,https://www.wimoveis.com.br/propriedades/casa-de-3-quartos-qr-302-santa-maria-2949443001.html,30-07-20
326,Qno 13 Conjunto B,120 m² área total 120 m² área útil 3 Quartos 1 Banheiro 2 Vagas,R$ 900,"QNO 13 CONJUNTO B, Ceilandia Norte, Ceilândia",,,,,https://www.wimoveis.com.br/propriedades/qno-13-conjunto-b-2949431842.html,30-07-20
327,Qi 05 Conjunto I Casa 134 - Fundos,95 m² área total 95 m² área útil 2 Quartos 1 Banheiro 1 Vaga,R$ 1.300,"QI 05 CONJUNTO I CASA 134 - FUNDOS , Guara I, Guará",,,,,https://www.wimoveis.com.br/propriedades/qi-05-conjunto-i-casa-134-fundos-2949410322.html,30-07-20
328,Alugo Casa 2 Quartos E Garagem,200 m² área total 70 m² área útil 2 Quartos 1 Banheiro 2 Vagas,R$ 800,"QUADRA F CONJUNTO F-2 CASA 17, Vila Nossa Senhora De Fátima, Planaltina",,,,,https://www.wimoveis.com.br/propriedades/alugo-casa-2-quartos-e-garagem-2949415476.html,30-07-20
329,Casa - Centro,150 m² área total 2 Quartos 2 Vagas,R$ 900,"Centro, Rio Verde",,,,,https://www.wimoveis.com.br/propriedades/casa-centro-2949413237.html,30-07-20
